ID,careerRec,careerRecYds,careerYPC,careerRecTds,careerRushAtt,careerRushYds,careerYPA,careerRushTds,careerPlays,careerTotalYds,careerYPT,careerTotalTds,Player_x,Conf,Class,dr_1games,dr_1Rec,dr_1RecYds,dr_1YPC,dr_1RecTds,dr_1RushAtt,dr_1RushYds,dr_1YPA,dr_1RushTds,dr_1Plays,dr_1TotalYds,dr_1YPT,dr_1TotalTds,dr_2games,dr_2Rec,dr_2RecYds,dr_2YPC,dr_2RecTds,dr_2RushAtt,dr_2RushYds,dr_2YPA,dr_2RushTds,dr_2Plays,dr_2TotalYds,dr_2YPT,dr_2TotalTds,dr_3games,dr_3Rec,dr_3RecYds,dr_3YPC,dr_3RecTds,dr_3RushAtt,dr_3RushYds,dr_3YPA,dr_3RushTds,dr_3Plays,dr_3TotalYds,dr_3YPT,dr_3TotalTds,FirstNm,LastNm,Age,Wt,Forty,Vertical,BenchReps,BroadJump,ThreeCone,Shuttle,pickNum,year,height,FPTS
74,136,1955,14.4,18,3,13,4.3,0,139,1968,14.2,18,DeVier Posey,Big Ten,SR,4,12,162,13.5,2,1,-6,-6,0,13,156,12,2,13,53,848,16,7,0,0,0,0,53,848,16,7,13,60,828,13.8,8,2,19,9.5,0,62,847,13.7,8,DEVIER,POSEY,21,211,4.39,36.5,14,123,7.03,4.15,68,2012,74,48.9
114,210,3218,15.3,41,2,13,6.5,0,212,3231,15.2,41,Stedman Bailey,Big 12,JR,13,114,1622,14.2,25,2,13,6.5,0,116,1635,14.1,25,13,72,1279,17.8,12,0,0,0,0,72,1279,17.8,12,13,24,317,13.2,4,0,0,0,0,24,317,13.2,4,STEDMAN,BAILEY,22,193,4.52,34.5,11,117,6.81,4.09,92,2013,70,165.9
260,159,2404,15.1,17,5,12,2.4,0,164,2416,14.7,17,Quez Watkins,CUSA,JR,12,64,1178,18.4,6,1,1,1,0,65,1179,18.1,6,11,72,889,12.3,9,4,11,2.8,0,76,900,11.8,9,11,23,337,14.7,2,0,0,0,0,23,337,14.7,2,QUEZ,WATKINS,22,185,4.35,36.5,15.5,125,7.28,4.36,200,2020,72,0
39,53,997,18.8,8,1,11,11,0,54,1008,18.7,8,Marcus Easley,Big East,SR,13,48,893,18.6,8,1,11,11,0,49,904,18.4,8,11,4,94,23.5,0,0,0,0,0,4,94,23.5,0,10,1,10,10,0,0,0,0,0,1,10,10,0,MARCUS,EASLEY,22,210,4.39,34,16,123,6.94,4.6,107,2010,75,0
173,277,3486,12.6,16,4,11,2.8,0,281,3497,12.4,16,Tajae Sharpe,MAC,SR,12,111,1319,11.9,5,1,-3,-3,0,112,1316,11.8,5,12,85,1281,15.1,7,3,14,4.7,0,88,1295,14.7,7,12,61,680,11.1,4,0,0,0,0,61,680,11.1,4,TAJAE,SHARPE,21,194,4.55,33.5,11,114,6.886183206,4.220289855,140,2016,74,0
68,168,2934,17.5,24,2,10,5,0,170,2944,17.3,24,Jarius Wright,SEC,SR,12,66,1117,16.9,12,0,0,0,0,66,1117,16.9,12,13,42,788,18.8,5,1,9,9,0,43,797,18.5,5,13,41,681,16.6,5,0,0,0,0,41,681,16.6,5,JARIUS,WRIGHT,22,182,4.39,38,11,120,6.93,4.03,118,2012,70,273.4
97,189,3207,17,23,3,10,3.3,0,192,3217,16.8,23,Marquess Wilson,Pac-12,JR,9,52,813,15.6,5,0,0,0,0,52,813,15.6,5,12,82,1388,16.9,12,3,10,3.3,0,85,1398,16.4,12,12,55,1006,18.3,6,0,0,0,0,55,1006,18.3,6,MARQUESS,WILSON,20,194,4.51,34.5,7,122,6.65,4.33,236,2013,75,120.7
111,45,834,18.5,6,1,10,10,0,46,844,18.3,6,Corey Fuller,ACC,SR,13,43,815,19,6,1,10,10,0,44,825,18.8,6,7,2,19,9.5,0,0,0,0,0,2,19,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COREY,FULLER,22,204,4.43,31.5,12,120,6.886183206,4.220289855,171,2013,74,47.8
49,146,2242,15.4,18,8,9,1.1,0,154,2251,14.6,18,DeMarco Sampson,MWC,SR,13,67,1220,18.2,8,4,11,2.8,0,71,1231,17.3,8,12,62,851,13.7,8,4,-2,-0.5,0,66,849,12.9,8,11,11,111,10.1,1,0,0,0,0,11,111,10.1,1,DEMARCO,SAMPSON,25,204,4.41,35.96571429,14,121.2294118,6.886183206,4.220289855,249,2011,74,6.6
83,88,1638,18.6,11,5,9,1.8,0,93,1647,17.7,11,Junior Hemingway,Big Ten,SR,13,34,699,20.6,4,0,0,0,0,34,699,20.6,4,10,32,593,18.5,4,0,0,0,0,32,593,18.5,4,10,16,268,16.8,2,0,0,0,0,16,268,16.8,2,JUNIOR,HEMINGWAY,23,225,4.48,35.5,21,124,6.59,3.98,238,2012,73,58.3
267,171,2519,14.7,19,1,9,9,0,172,2528,14.7,19,Michael Pittman,Pac-12,SR,13,101,1275,12.6,11,0,0,0,0,101,1275,12.6,11,10,41,758,18.5,6,1,9,9,0,42,767,18.3,6,9,23,404,17.6,2,0,0,0,0,23,404,17.6,2,MICHAEL,PITTMAN,22,223,4.52,36.5,13,121,6.96,4.14,34,2020,76,0
183,144,2512,17.4,30,2,8,4,0,146,2520,17.3,30,Will Fuller,Ind,JR,13,62,1258,20.3,14,0,0,0,0,62,1258,20.3,14,13,76,1094,14.4,15,0,0,0,0,76,1094,14.4,15,6,6,160,26.7,1,2,8,4,0,8,168,21,1,WILL,FULLER,21,186,4.32,33.5,10,126,6.93,4.27,21,2016,72,341.7
113,161,2535,15.7,22,4,7,1.8,1,165,2542,15.4,23,Josh Boyce,Big 12,JR,13,66,891,13.5,7,3,6,2,1,69,897,13,8,13,61,998,16.4,9,1,1,1,0,62,999,16.1,9,13,34,646,19,6,0,0,0,0,34,646,19,6,JOSH,BOYCE,21,206,4.38,34,22,131,6.68,4.1,102,2013,71,21.1
154,387,4541,11.7,35,1,7,7,1,388,4548,11.7,36,Justin Hardy,American,SR,13,121,1494,12.3,10,1,7,7,1,122,1501,12.3,11,13,114,1284,11.3,8,0,0,0,0,114,1284,11.3,8,13,88,1105,12.6,11,0,0,0,0,88,1105,12.6,11,JUSTIN,HARDY,23,192,4.56,36.5,11,114,6.63,4.21,107,2015,70,165.8
203,214,3177,14.8,34,2,7,3.5,0,216,3184,14.7,34,Josh Doctson,Big 12,SR,10,78,1326,17,14,2,7,3.5,0,80,1333,16.7,14,13,65,1018,15.7,11,0,0,0,0,65,1018,15.7,11,10,36,440,12.2,4,0,0,0,0,36,440,12.2,4,JOSH,DOCTSON,23,202,4.5,41,14,131,6.84,4.08,22,2016,74,237.6
174,105,1353,12.9,9,3,6,2,0,108,1359,12.6,9,Demarcus Robinson,SEC,JR,12,47,520,11.1,2,2,3,1.5,0,49,523,10.7,2,11,53,810,15.3,7,1,3,3,0,54,813,15.1,7,4,5,23,4.6,0,0,0,0,0,5,23,4.6,0,DEMARCUS,ROBINSON,21,203,4.59,34.5,14.82580645,123,6.77,4.19,126,2016,73,117
202,133,1956,14.7,14,2,6,3,0,135,1962,14.5,14,Shaquelle Evans,Pac-12,SR,13,47,709,15.1,9,0,0,0,0,47,709,15.1,9,14,60,877,14.6,3,2,6,3,0,62,883,14.2,3,13,19,309,16.3,2,0,0,0,0,19,309,16.3,2,SHAQUELLE,EVANS,23,213,4.51,34.5,13,122,7.07,4.21,115,2014,73,0
288,79,1271,16.1,8,2,6,3,0,81,1277,15.8,8,Tyrie Cleveland,SEC,SR,12,25,351,14,1,0,0,0,0,25,351,14,1,11,18,212,11.8,3,0,0,0,0,18,212,11.8,3,9,22,410,18.6,2,2,6,3,0,24,416,17.3,2,TYRIE,CLEVELAND,22,209,4.46,39.5,13,126,7.116666667,4.35125,252,2020,74,0
289,150,2159,14.4,19,3,6,2,0,153,2165,14.2,19,Chase Claypool,Ind,SR,13,66,1037,15.7,13,0,0,0,0,66,1037,15.7,13,13,50,639,12.8,4,0,0,0,0,50,639,12.8,4,11,29,402,13.9,2,2,-3,-1.5,0,31,399,12.9,2,CHASE,CLAYPOOL,21,238,4.42,40.5,19,126,7.116666667,4.35125,49,2020,76,0
291,98,1666,17,11,1,6,6,0,99,1672,16.9,11,Brandon Aiyuk,Pac-12,SR,12,65,1192,18.3,8,1,6,6,0,66,1198,18.2,8,13,33,474,14.4,3,0,0,0,0,33,474,14.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,BRANDON,AIYUK,21,205,4.5,40,11,128,7.116666667,4.35125,25,2020,72,0
105,136,2602,19.1,21,3,5,1.7,0,139,2607,18.8,21,Tavarres King,SEC,SR,14,42,950,22.6,9,1,0,0,0,43,950,22.1,9,14,47,705,15,8,2,5,2.5,0,49,710,14.5,8,12,27,504,18.7,3,0,0,0,0,27,504,18.7,3,TAVARRES,KING,22,189,4.47,36.5,11,123,6.91,4.33,161,2013,72,3.3
165,43,523,12.2,4,4,4,1,0,47,527,11.2,4,Kaelin Clay,Pac-12,SR,13,43,523,12.2,4,4,4,1,0,47,527,11.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAELIN,CLAY,23,195,4.51,33,10,113,6.97,4.26,184,2015,70,15.2
126,135,2042,15.1,17,2,3,1.5,0,137,2045,14.9,17,Cody Latimer,Big Ten,JR,12,72,1096,15.2,9,0,0,0,0,72,1096,15.2,9,12,51,805,15.8,6,0,0,0,0,51,805,15.8,6,8,12,141,11.8,2,2,3,1.5,0,14,144,10.3,2,CODY,LATIMER,21,215,4.52,35.96571429,23,121.2294118,6.886183206,4.220289855,56,2014,74,37.9
130,196,2769,14.1,21,5,3,0.6,0,201,2772,13.8,21,Ryan Grant,CUSA,SR,13,77,1039,13.5,9,0,0,0,0,77,1039,13.5,9,12,76,1149,15.1,6,0,0,0,0,76,1149,15.1,6,1,1,27,27,1,0,0,0,0,1,27,27,1,RYAN,GRANT,23,199,4.64,35.5,8,119,6.68,4.11,142,2014,72,92.2
204,109,1672,15.3,12,4,3,0.8,0,113,1675,14.8,12,Trevor Davis,Pac-12,SR,13,40,672,16.8,2,3,4,1.3,0,43,676,15.7,2,9,24,399,16.6,5,0,0,0,0,24,399,16.6,5,8,17,235,13.8,2,1,-1,-1,0,18,234,13,2,TREVOR,DAVIS,22,188,4.42,38.5,11,124,6.6,4.22,163,2016,73,22.7
145,121,2503,20.7,30,1,2,2,0,122,2505,20.5,30,Devin Smith,Big Ten,SR,14,33,931,28.2,12,0,0,0,0,33,931,28.2,12,14,44,660,15,8,0,0,0,0,44,660,15,8,12,30,618,20.6,6,1,2,2,0,31,620,20,6,DEVIN,SMITH,23,196,4.42,39,10,122,6.886183206,4.15,37,2015,72,27.5
158,121,2132,17.6,17,7,2,0.3,0,128,2134,16.7,17,Phillip Dorsett,ACC,SR,12,36,871,24.2,10,2,-6,-3,0,38,865,22.8,10,7,13,272,20.9,2,0,0,0,0,13,272,20.9,2,12,58,842,14.5,4,5,8,1.6,0,63,850,13.5,4,PHILLIP,DORSETT,22,185,4.33,37,13,122,6.7,4.11,29,2015,70,177.1
22,231,3127,13.5,41,2,1,0.5,0,233,3128,13.4,41,Michael Crabtree,Big 12,SO,13,97,1165,12,19,2,1,0.5,0,99,1166,11.8,19,13,134,1962,14.6,22,0,0,0,0,134,1962,14.6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,MICHAEL,CRABTREE,21,215,4.54,35.96571429,14.82580645,121.2294118,6.886183206,4.220289855,10,2009,73,470.6
275,159,2742,17.2,26,1,1,1,0,160,2743,17.1,26,Jerry Jeudy,SEC,JR,13,77,1163,15.1,10,1,1,1,0,78,1164,14.9,10,15,68,1315,19.3,14,0,0,0,0,68,1315,19.3,14,8,14,264,18.9,2,0,0,0,0,14,264,18.9,2,JERRY,JEUDY,20,193,4.45,35,15.5,120,7.116666667,4.53,15,2020,73,0
3,138,1752,12.7,17,0,0,0,0,138,1752,12.7,17,Patrick Turner,Pac-10,SR,13,49,741,15.1,10,0,0,0,0,49,741,15.1,10,11,48,569,11.9,3,0,0,0,0,48,569,11.9,3,13,29,272,9.4,2,0,0,0,0,29,272,9.4,2,PATRICK,TURNER,21,223,4.59,35.96571429,14.82580645,121.2294118,6.886183206,4.220289855,87,2009,77,28.2
7,72,1134,15.8,11,0,0,0,0,72,1134,15.8,11,Demetrius Byrd,SEC,SR,13,37,513,13.9,4,0,0,0,0,37,513,13.9,4,14,35,621,17.7,7,0,0,0,0,35,621,17.7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,DEMETRIUS,BYRD,22,199,4.35,31.5,14.82580645,117,6.886183206,4.220289855,224,2009,72,0
8,127,1866,14.7,24,0,0,0,0,127,1866,14.7,24,Brian Robiskie,Big Ten,SR,13,42,535,12.7,8,0,0,0,0,42,535,12.7,8,13,55,935,17,11,0,0,0,0,55,935,17,11,13,29,383,13.2,5,0,0,0,0,29,383,13.2,5,BRIAN,ROBISKIE,21,209,4.46,37.5,14.82580645,121.2294118,6.72,4.19,36,2009,75,102.5
37,116,1555,13.4,4,0,0,0,0,116,1555,13.4,4,David Gettis,Big 12,SR,12,52,675,13,3,0,0,0,0,52,675,13,3,12,29,391,13.5,0,0,0,0,0,29,391,13.5,0,12,31,407,13.1,0,0,0,0,0,31,407,13.1,0,DAVID,GETTIS,22,217,4.43,34.5,15,124,6.94,4.41,198,2010,75,106
47,140,1884,13.5,7,0,0,0,0,140,1884,13.5,7,Ryan Whalen,Pac-10,SR,11,41,439,10.7,2,0,0,0,0,41,439,10.7,2,13,57,926,16.2,4,0,0,0,0,57,926,16.2,4,12,41,508,12.4,1,0,0,0,0,41,508,12.4,1,RYAN,WHALEN,21,202,4.53,38.5,18,123,6.67,4.09,167,2011,73,19
50,285,4345,15.2,26,0,0,0,0,285,4345,15.2,26,Greg Salas,WAC,SR,14,119,1889,15.9,14,0,0,0,0,119,1889,15.9,14,13,106,1590,15,8,0,0,0,0,106,1590,15,8,14,57,831,14.6,3,0,0,0,0,57,831,14.6,3,GREG,SALAS,22,210,4.53,37,15,120,6.65,4.1,112,2011,73,74.5
51,181,3314,18.3,30,0,0,0,0,181,3314,18.3,30,Aldrick Robinson,CUSA,SR,14,65,1301,20,14,0,0,0,0,65,1301,20,14,13,47,800,17,5,0,0,0,0,47,800,17,5,10,59,1047,17.7,11,0,0,0,0,59,1047,17.7,11,ALDRICK,ROBINSON,22,184,4.35,40,17,126,6.65,4.09,178,2011,70,120.2
61,134,2160,16.1,22,0,0,0,0,134,2160,16.1,22,Leonard Hankerson,ACC,SR,13,72,1156,16.1,13,0,0,0,0,72,1156,16.1,13,13,45,801,17.8,6,0,0,0,0,45,801,17.8,6,8,11,140,12.7,2,0,0,0,0,11,140,12.7,2,LEONARD,HANKERSON,22,209,4.4,36,14,117,6.94,4.21,79,2011,73,227.6
71,52,967,18.6,9,0,0,0,0,52,967,18.6,9,Tommy Streeter,ACC,JR,12,46,811,17.6,8,0,0,0,0,46,811,17.6,8,8,1,42,42,1,0,0,0,0,1,42,42,1,10,5,114,22.8,0,0,0,0,0,5,114,22.8,0,TOMMY,STREETER,22,219,4.37,33,17,125,7.08,4.220289855,198,2012,77,0
73,97,1634,16.8,13,0,0,0,0,97,1634,16.8,13,Rueben Randle,SEC,JR,14,53,917,17.3,8,0,0,0,0,53,917,17.3,8,13,33,544,16.5,3,0,0,0,0,33,544,16.5,3,13,11,173,15.7,2,0,0,0,0,11,173,15.7,2,RUEBEN,RANDLE,20,210,4.55,31,15,121,6.99,4.36,63,2012,75,385.7
80,183,3042,16.6,23,0,0,0,0,183,3042,16.6,23,Alshon Jeffery,SEC,JR,13,49,762,15.6,8,0,0,0,0,49,762,15.6,8,14,88,1517,17.2,9,0,0,0,0,88,1517,17.2,9,13,46,763,16.6,6,0,0,0,0,46,763,16.6,6,ALSHON,JEFFERY,22,216,4.48,35.96571429,14.82580645,121.2294118,6.886183206,4.220289855,45,2012,75,623.9
90,133,2066,15.5,15,0,0,0,0,133,2066,15.5,15,Greg Childs,SEC,SR,11,21,240,11.4,0,0,0,0,0,21,240,11.4,0,8,46,659,14.3,6,0,0,0,0,46,659,14.3,6,13,48,894,18.6,7,0,0,0,0,48,894,18.6,7,GREG,CHILDS,21,219,4.52,36.5,19,125,6.886183206,4.220289855,134,2012,75,0
106,106,1812,17.1,18,0,0,0,0,106,1812,17.1,18,Justin Hunter,SEC,JR,12,73,1083,14.8,9,0,0,0,0,73,1083,14.8,9,3,17,314,18.5,2,0,0,0,0,17,314,18.5,2,13,16,415,25.9,7,0,0,0,0,16,415,25.9,7,JUSTIN,HUNTER,21,196,4.44,39.5,14.82580645,136,6.886183206,4.33,34,2013,76,227.6
107,206,3020,14.7,27,0,0,0,0,206,3020,14.7,27,DeAndre Hopkins,ACC,JR,13,82,1405,17.1,18,0,0,0,0,82,1405,17.1,18,14,72,978,13.6,5,0,0,0,0,72,978,13.6,5,12,52,637,12.3,4,0,0,0,0,52,637,12.3,4,DEANDRE,HOPKINS,20,214,4.57,36,15,115,6.886183206,4.5,27,2013,73,704.3
122,81,1275,15.7,12,0,0,0,0,81,1275,15.7,12,Kevin Norwood,SEC,SR,12,38,568,14.9,7,0,0,0,0,38,568,14.9,7,13,29,461,15.9,4,0,0,0,0,29,461,15.9,4,11,11,190,17.3,0,0,0,0,0,11,190,17.3,0,KEVIN,NORWOOD,24,198,4.48,33,8,121,6.68,4.32,123,2014,74,19.2
123,156,2371,15.2,20,0,0,0,0,156,2371,15.2,20,Donte Moncrief,SEC,JR,13,59,938,15.9,6,0,0,0,0,59,938,15.9,6,13,66,979,14.8,10,0,0,0,0,66,979,14.8,10,12,31,454,14.6,4,0,0,0,0,31,454,14.6,4,DONTE,MONCRIEF,20,221,4.4,39.5,13,132,7.02,4.3,90,2014,74,372
127,137,1809,13.2,15,0,0,0,0,137,1809,13.2,15,Jarvis Landry,SEC,JR,13,77,1193,15.5,10,0,0,0,0,77,1193,15.5,10,13,56,573,10.2,5,0,0,0,0,56,573,10.2,5,14,4,43,10.8,0,0,0,0,0,4,43,10.8,0,JARVIS,LANDRY,21,205,4.65,28.5,12,110,6.886183206,4.220289855,63,2014,71,682.06
132,151,2499,16.5,17,0,0,0,0,151,2499,16.5,17,Mike Evans,SEC,SO,13,69,1394,20.2,12,0,0,0,0,69,1394,20.2,12,13,82,1105,13.5,5,0,0,0,0,82,1105,13.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,MIKE,EVANS,20,231,4.53,37,12,121.2294118,7.08,4.26,7,2014,77,759.8
140,233,3031,13,38,0,0,0,0,233,3031,13,38,Davante Adams,MWC,SO,13,131,1719,13.1,24,0,0,0,0,131,1719,13.1,24,13,102,1312,12.9,14,0,0,0,0,102,1312,12.9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,DAVANTE,ADAMS,21,212,4.56,39.5,14,123,6.82,4.3,53,2014,73,453.6
142,144,1954,13.6,15,0,0,0,0,144,1954,13.6,15,Kevin White,Big 12,SR,13,109,1447,13.3,10,0,0,0,0,109,1447,13.3,10,10,35,507,14.5,5,0,0,0,0,35,507,14.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,KEVIN,WHITE,22,215,4.35,36.5,23,123,6.92,4.14,7,2015,75,41.2
143,51,971,19,9,0,0,0,0,51,971,19,9,Darren Waller,ACC,SR,10,26,442,17,6,0,0,0,0,26,442,17,6,9,17,367,21.6,3,0,0,0,0,17,367,21.6,3,14,8,162,20.3,0,0,0,0,0,8,162,20.3,0,DARREN,WALLER,22,238,4.46,37,12,125,7.07,4.25,204,2015,78,0
144,157,2287,14.6,17,0,0,0,0,157,2287,14.6,17,Jaelen Strong,Pac-12,JR,12,82,1165,14.2,10,0,0,0,0,82,1165,14.2,10,14,75,1122,15,7,0,0,0,0,75,1122,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,JAELEN,STRONG,21,217,4.44,42,14.82580645,123,6.886183206,4.220289855,70,2015,74,88
147,115,2243,19.5,16,1,0,0,0,116,2243,19.3,16,Breshad Perriman,American,JR,13,50,1044,20.9,9,1,0,0,0,51,1044,20.5,9,12,39,811,20.8,4,0,0,0,0,39,811,20.8,4,14,26,388,14.9,3,0,0,0,0,26,388,14.9,3,BRESHAD,PERRIMAN,21,212,4.47504902,35.96571429,14.82580645,121.2294118,6.886183206,4.220289855,26,2015,74,118.8
148,156,2775,17.8,33,0,0,0,0,156,2775,17.8,33,DeVante Parker,ACC,SR,6,43,855,19.9,5,0,0,0,0,43,855,19.9,5,12,55,885,16.1,12,0,0,0,0,55,885,16.1,12,13,40,744,18.6,10,0,0,0,0,40,744,18.6,10,DEVANTE,PARKER,22,209,4.45,36.5,17,125,6.886183206,4.220289855,14,2015,75,382.3
151,148,2022,13.7,16,0,0,0,0,148,2022,13.7,16,Vince Mayle,Pac-12,SR,12,106,1483,14,9,0,0,0,0,106,1483,14,9,11,42,539,12.8,7,0,0,0,0,42,539,12.8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,VINCE,MAYLE,23,224,4.67,35.5,14.82580645,117,6.93,4.13,123,2015,74,6.2
160,165,2292,13.9,7,0,0,0,0,165,2292,13.9,7,Geremy Davis,American,SR,10,44,521,11.8,3,0,0,0,0,44,521,11.8,3,12,71,1085,15.3,3,0,0,0,0,71,1085,15.3,3,12,44,613,13.9,1,0,0,0,0,44,613,13.9,1,GEREMY,DAVIS,23,216,4.49,36.5,23,124,6.86,4.18,186,2015,74,4.1
163,117,1938,16.6,20,0,0,0,0,117,1938,16.6,20,Chris Conley,SEC,SR,13,36,657,18.3,8,0,0,0,0,36,657,18.3,8,11,45,651,14.5,4,0,0,0,0,45,651,14.5,4,14,20,342,17.1,6,0,0,0,0,20,342,17.1,6,CHRIS,CONLEY,22,213,4.35,45,18,139,7.06,4.3,76,2015,74,168.4
164,82,1757,21.4,13,0,0,0,0,82,1757,21.4,13,Sammie Coates,SEC,JR,12,34,741,21.8,4,0,0,0,0,34,741,21.8,4,13,42,902,21.5,7,0,0,0,0,42,902,21.5,7,12,6,114,19,2,0,0,0,0,6,114,19,2,SAMMIE,COATES,21,212,4.43,41,23,131,6.98,4.06,87,2015,73,93
171,113,1602,14.2,18,0,0,0,0,113,1602,14.2,18,Michael Thomas,Big Ten,JR,13,56,781,13.9,9,0,0,0,0,56,781,13.9,9,15,54,799,14.8,9,0,0,0,0,54,799,14.8,9,11,3,22,7.3,0,0,0,0,0,3,22,7.3,0,MICHAEL,THOMAS,23,212,4.57,35,18,126,6.8,4.13,47,2016,75,829.7
176,201,2701,13.4,14,0,0,0,0,201,2701,13.4,14,Jordan Payton,Pac-12,SR,13,78,1105,14.2,5,0,0,0,0,78,1105,14.2,5,13,67,954,14.2,7,0,0,0,0,67,954,14.2,7,12,38,440,11.6,1,0,0,0,0,38,440,11.6,1,JORDAN,PAYTON,22,207,4.47,34.5,14.82580645,121,7.08,4.33,154,2016,73,1.3
187,122,2373,19.5,29,0,0,0,0,122,2373,19.5,29,Leonte Carroo,Big Ten,SR,8,39,809,20.7,10,0,0,0,0,39,809,20.7,10,13,55,1086,19.7,10,0,0,0,0,55,1086,19.7,10,9,28,478,17.1,9,0,0,0,0,28,478,17.1,9,LEONTE,CARROO,22,211,4.5,35.5,14,120,6.886183206,4.220289855,86,2016,72,0
269,156,1976,12.7,13,0,0,0,0,156,1976,12.7,13,Dezmon Patmon,Pac-12,SR,13,58,762,13.1,8,0,0,0,0,58,762,13.1,8,13,61,816,13.4,5,0,0,0,0,61,816,13.4,5,9,35,379,10.8,0,0,0,0,0,35,379,10.8,0,DEZMON,PATMON,22,225,4.48,36,15,132,7.28,4.38,212,2020,76,0
278,176,2322,13.2,20,0,0,0,0,176,2322,13.2,20,Isaiah Hodgins,Pac-12,JR,12,86,1171,13.6,13,0,0,0,0,86,1171,13.6,13,11,59,876,14.8,5,0,0,0,0,59,876,14.8,5,11,31,275,8.9,2,0,0,0,0,31,275,8.9,2,ISAIAH,HODGINS,21,210,4.61,36.5,9,124,7.01,4.12,207,2020,76,0
284,150,2433,16.2,20,0,0,0,0,150,2433,16.2,20,Antonio Gandy-Golden,Ind,SR,13,79,1396,17.7,10,0,0,0,0,79,1396,17.7,10,11,71,1037,14.6,10,0,0,0,0,71,1037,14.6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,ANTONIO,GANDY-GOLDEN,22,223,4.6,36,22,127,7.33,4.55,142,2020,76,0
287,152,2447,16.1,23,0,0,0,0,152,2447,16.1,23,Gabriel Davis,American,JR,12,72,1241,17.2,12,0,0,0,0,72,1241,17.2,12,12,53,815,15.4,7,0,0,0,0,53,815,15.4,7,10,27,391,14.5,4,0,0,0,0,27,391,14.5,4,GABRIEL,DAVIS,21,216,4.54,35,14,124,7.08,4.59,128,2020,74,0
133,115,1526,13.3,15,3,-1,-0.3,0,118,1525,12.9,15,Quincy Enunwa,Big Ten,SR,12,51,753,14.8,12,3,-1,-0.3,0,54,752,13.9,12,14,42,470,11.2,1,0,0,0,0,42,470,11.2,1,13,21,293,14,2,0,0,0,0,21,293,14,2,QUINCY,ENUNWA,21,225,4.41,35.96571429,19,121.2294118,6.886183206,4.220289855,209,2014,74,223.3
273,213,3305,15.5,33,1,-1,-1,0,214,3304,15.4,33,Tyler Johnson,Big Ten,SR,13,86,1318,15.3,13,1,-1,-1,0,87,1317,15.1,13,13,78,1169,15,12,0,0,0,0,78,1169,15,12,10,35,677,19.3,7,0,0,0,0,35,677,19.3,7,TYLER,JOHNSON,21,206,4.49,37.10714286,15.5,125.1111111,7.116666667,4.35125,161,2020,73,0
279,201,2332,11.6,20,4,-1,-0.3,0,205,2331,11.4,20,K.J. Hill,Big Ten,SR,14,57,636,11.2,10,1,1,1,0,58,637,11,10,14,70,885,12.6,6,1,-3,-3,0,71,882,12.4,6,14,56,549,9.8,3,2,1,0.5,0,58,550,9.5,3,KJ,HILL,22,196,4.6,32.5,17,114,7.116666667,4.35125,220,2020,72,0
21,292,4138,14.2,60,3,-2,-0.7,0,295,4136,14,60,Jarett Dillard,CUSA,SR,13,87,1310,15.1,20,0,0,0,0,87,1310,15.1,20,12,79,1057,13.4,14,0,0,0,0,79,1057,13.4,14,13,91,1247,13.7,21,2,5,2.5,0,93,1252,13.5,21,JARETT,DILLARD,23,191,4.5,42.5,13,129,7.1,4.41,144,2009,70,78.8
24,179,2771,15.5,22,4,-3,-0.8,0,183,2768,15.1,22,Deon Butler,Big Ten,SR,13,47,810,17.2,7,1,5,5,0,48,815,17,7,13,47,633,13.5,4,1,-11,-11,0,48,622,13,4,13,48,637,13.3,2,1,-3,-3,0,49,634,12.9,2,DEON,BUTLER,23,182,4.31,34.5,12,118,7.01,4.48,91,2009,70,0
271,186,2925,15.7,28,1,-6,-6,0,187,2919,15.6,28,Denzel Mims,Big 12,SR,13,66,1020,15.5,12,0,0,0,0,66,1020,15.5,12,12,55,794,14.4,8,0,0,0,0,55,794,14.4,8,12,61,1087,17.8,8,1,-6,-6,0,62,1081,17.4,8,DENZEL,MIMS,22,207,4.38,38.5,16,131,6.66,4.43,59,2020,75,0
191,133,2044,15.4,20,1,-7,-7,0,134,2037,15.2,20,Mike Williams,Big East,SR,7,49,746,15.2,6,1,-7,-7,0,50,739,14.8,6,12,60,837,14,10,0,0,0,0,60,837,14,10,10,24,461,19.2,4,0,0,0,0,24,461,19.2,4,MIKE,WILLIAMS,22,221,4.53,33.5,8,116,6.9,4.31,101,2010,73,795.32
